iter	Passed	Remaining
769	935	279
770	936	278
771	938	277
772	939	275
773	940	274
774	941	273
775	941	271
776	942	270
777	943	269
778	944	268
779	945	266
780	946	265
781	947	264
782	948	262
783	949	261
784	950	260
785	952	259
786	953	258
787	954	256
788	955	255
789	956	254
790	957	253
791	958	251
792	959	250
793	960	249
794	961	247
795	962	246
796	963	245
797	964	244
798	965	242
799	966	241
800	968	240
801	969	239
802	970	238
803	971	236
804	972	235
805	973	234
806	974	233
807	975	231
808	976	230
809	977	229
810	978	228
811	979	226
812	980	225
813	981	224
814	983	223
815	984	221
816	985	220
817	986	219
818	987	218
819	988	216
820	989	215
821	990	214
822	991	213
823	992	212
824	993	210
825	994	209
826	995	208
827	997	207
828	998	205
829	999	204
830	1000	203
831	1001	202
832	1002	201
833	1003	199
834	1004	198
835	1005	197
836	1006	196
837	1007	194
838	1008	193
839	1009	192
840	1010	191
841	1011	189
842	1012	188
843	1013	187
844	1014	186
845	1015	184
846	1016	183
847	1017	182
848	1018	181
849	1019	179
850	1020	178
851	1021	177
852	1022	176
853	1024	175
854	1025	173
855	1027	172
856	1028	171
857	1029	170
858	1030	169
859	1031	167
860	1032	166
861	1033	165
862	1034	164
863	1035	163
864	1036	161
865	1037	160
866	1038	159
867	1039	158
868	1040	156
869	1042	155
870	1043	154
871	1044	153
872	1045	152
873	1046	150
874	1047	149
875	1048	148
876	1049	147
877	1050	146
878	1051	144
879	1052	143
880	1053	142
881	1055	141
882	1056	139
883	1057	138
884	1058	137
885	1059	136
886	1060	135
887	1061	133
888	1062	132
889	1063	131
890	1064	130
891	1065	128
892	1066	127
893	1067	126
894	1068	125
895	1069	124
896	1070	122
897	1071	121
898	1072	120
899	1073	119
900	1074	118
901	1075	116
902	1075	115
903	1076	114
904	1077	113
905	1078	111
906	1079	110
907	1080	109
908	1082	108
909	1083	107
910	1084	105
911	1084	104
912	1085	103
913	1086	102
914	1087	101
915	1088	99
916	1089	98
917	1090	97
918	1091	96
919	1091	94
920	1092	93
921	1093	92
922	1094	91
923	1095	90
924	1096	88
925	1097	87
926	1098	86
927	1099	85
928	1100	84
929	1101	82
930	1102	81
931	1103	80
932	1104	79
933	1105	78
934	1106	76
935	1106	75
936	1107	74
937	1108	73
938	1109	72
939	1110	70
940	1111	69
941	1112	68
942	1113	67
943	1114	66
944	1115	64
945	1116	63
946	1117	62
947	1118	61
948	1119	60
949	1119	58
950	1120	57
951	1121	56
952	1122	55
953	1123	54
954	1124	53
955	1126	51
956	1127	50
957	1128	49
958	1129	48
959	1130	47
960	1130	45
961	1131	44
962	1132	43
963	1133	42
964	1134	41
965	1135	39
966	1136	38
967	1137	37
968	1138	36
969	1139	35
970	1140	34
971	1141	32
972	1142	31
973	1143	30
974	1144	29
975	1145	28
976	1146	26
977	1147	25
978	1147	24
979	1148	23
980	1149	22
981	1150	21
982	1151	19
983	1152	18
984	1153	17
985	1154	16
986	1156	15
987	1157	14
988	1158	12
989	1159	11
990	1159	10
991	1160	9
992	1161	8
993	1162	7
994	1163	5
995	1164	4
996	1165	3
997	1166	2
998	1167	1
999	1168	0
